0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.509892003083571188e-01, -1.406947018221731648e-02, -5.333527821612078945e+00
6.997271233900290710e-01, -5.618770822790254693e-02, -1.065848830267152891e+01
1.043976892131762479e+00, -1.260847734015521082e-01, -1.596632775726927456e+01
1.381530382519282174e+00, -2.233126899681383559e-01, -2.124851999227968591e+01
1.710222363750519614e+00, -3.472482899801521694e-01, -2.649657994017626095e+01
2.027944359560425625e+00, -4.970972427275909267e-01, -3.170207726211018340e+01
2.332658157985503689e+00, -6.718991114104495566e-01, -3.685664986646144570e+01
2.622408868424083828e+00, -8.705334994932530934e-01, -4.195201731713849114e+01
2.895337444203465171e+00, -1.091727230719664599e+00, -4.697999411053996255e+01
3.149692593967379217e+00, -1.334062496001004128e+00, -5.193250280070642333e+01
3.383842003582625768e+00, -1.595985928940648391e+00, -5.680158695111693135e+01
3.596282797109099150e+00, -1.875818549678805569e+00, -6.157942389244865211e+01
3.785651169886690592e+00, -2.171766513421991895e+00, -6.625833726584724559e+01
3.950731132053421746e+00, -2.481932594992740437e+00, -7.083080933159548920e+01
4.090462306482001154e+00, -2.804328336023766521e+00, -7.528949302344371119e+01
4.203946731153372696e+00, -3.136886777176342900e+00, -7.962722372927393621e+01
4.290454622337228408e+00, -3.477475694011904928e+00, -8.383703077920731062e+01
4.349429061580941003e+00, -3.823911251913258980e+00, -8.791214862273471908e+01
4.380489576376371375e+00, -4.173971992751665638e+00, -9.184602767694732961e+01
4.383434591436962791e+00, -4.525413063825447502e+00, -9.563234482846567630e+01
4.358242734765091164e+00, -4.875980598241173247e+00, -9.926501357226058531e+01
4.305072989909747072e+00, -5.223426154523448162e+00, -1.027381937710647435e+02
4.224263693292116706e+00, -5.565521123157026295e+00, -1.060463010197470339e+02
4.116330382816275169e+00, -5.900071007865260952e+00, -1.091840155996350745e+02
3.981962511329208088e+00, -6.224929490187465220e+00, -1.121462910084255640e+02
3.822019045760410183e+00, -6.538012187290354937e+00, -1.149283620520056957e+02
3.637522979904021625e+00, -6.837310014886197607e+00, -1.175257524852105746e+02
3.429654795763578790e+00, -7.120902069631516618e+00, -1.199342821892647351e+02
3.199744914723856581e+00, -7.386967949054814575e+00, -1.221500738744843062e+02
2.949265188737387522e+00, -7.633799426623022910e+00, -1.241695592970308439e+02
2.679819481379293933e+00, -7.859811414652049244e+00, -1.259894849807887454e+02
2.393133404042621315e+00, -8.063552135526812492e+00, -1.276069174339311303e+02
2.091043269248788583e+00, -8.243712442509750105e+00, -1.290192478527194737e+02
1.775484333567034501e+00, -8.399134226977270856e+00, -1.302241963045466946e+02
1.448478404056564361e+00, -8.528817859617991104e+00, -1.312198153837284735e+02
1.112120888352691406e+00, -8.631928616807972077e+00, -1.320044933340671491e+02
7.685673711898775018e-01, -8.707802050992698994e+00, -1.325769566332110116e+02
4.200198026676545404e-01, -8.755948270679686729e+00, -1.329362720346979359e+02
6.871238717576536037e-02, -8.776055102062088054e+00, -1.330818480643712860e+02
-2.831027364619528863e-01, -8.767990111781220008e+00, -1.330134359687737060e+02
-6.331699322617698744e-01, -8.731801477727270111e+00, -1.327311301140134674e+02
-9.792445296065385163e-01, -8.667717701970985900e+00, -1.322353678344560990e+02
-1.319107216469517008e+00, -8.576146167297686418e+00, -1.315269287314730775e+02
-1.650578273450343358e+00, -8.457670546515382526e+00, -1.306069334233924906e+02
-1.971531556489216186e+00, -8.313047080816264867e+00, -1.294768417486476437e+02
-2.279908137153828118e+00, -8.143199750683526972e+00, -1.281384504249911060e+02
-2.573729514428452880e+00, -7.949214370224749970e+00, -1.265938901685454567e+02
-2.851110312730183338e+00, -7.732331642535662297e+00, -1.248456222773048694e+02
-3.110270384431319091e+00, -7.493939220341289342e+00, -1.228964346845560840e+02
-3.349546239257648939e+00, -7.235562822874923583e+00, -1.207494374885764614e+02
-3.567401726907594828e+00, -6.958856465481630948e+00, -1.184080579657366172e+02
-3.762437904253521204e+00, -6.665591864642726350e+00, -1.158760350750259533e+02
-3.933402023608763898e+00, -6.357647086248026547e+00, -1.131574134628128547e+02
-4.079195584184891032e+00, -6.036994509851179913e+00, -1.102565369774536919e+02
-4.198881394830598524e+00, -5.705688185982938698e+00, -1.071780417041429700e+02
-4.291689602516004953e+00, -5.365850667600579271e+00, -1.039268485311752528e+02
-4.357022647660304671e+00, -5.019659400126802673e+00, -1.005081552595395351e+02
-4.394459114240414799e+00, -4.669332757465486594e+00, -9.692742826849882931e+01
-4.403756449825211305e+00, -4.317115813465952634e+00, -9.319039375051532659e+01
-4.384852537782620630e+00, -3.965265940337683759e+00, -8.930302852957929360e+01
-4.337866111406222025e+00, -3.616038326415838000e+00, -8.527155047766225948e+01
-4.263096007109429486e+00, -3.271671506299270504e+00, -8.110240854466103144e+01
-4.161019261285121118e+00, -2.934372996360308683e+00, -7.680227241781997805e+01
-4.032288062897854353e+00, -2.606305127893239870e+00, -7.237802182721131317e+01
-3.877725581213701034e+00, -2.289571168992046601e+00, -6.783673551442183225e+01
-3.698320695330663987e+00, -1.986201824366929936e+00, -6.318567988213490594e+01
-3.495221659234661438e+00, -1.698142199896540694e+00, -5.843229734280664900e+01
-3.269728742963007306e+00, -1.427239315751151150e+00, -5.358419438511879918e+01
-3.023285897053822779e+00, -1.175230248402382660e+00, -4.864912937734385423e+01
-2.757471493753965941e+00, -9.437309778015885442e-01, -4.363500012717831567e+01
-2.473988204397900681e+00, -7.342260114687598760e-01, -3.854983121799114798e+01
-2.174652077961109153e+00, -5.480588522806558727e-01, -3.340176114179443090e+01
-1.861380890918590270e+00, -3.864233712798669229e-01, -2.819902924956649315e+01
-1.536181843244765366e+00, -2.503561410302360679e-01, -2.294996253985308954e+01
-1.201138679581042368e+00, -1.407297788444137054e-01, -1.766296230682718971e+01
-8.583983185165151575e-01, -5.824734287062556526e-02, -1.234649066923065419e+01
-5.101570754602808844e-01, -3.437816760530499477e-03, -7.009057001765142125e+00
-1.586465682374807173e-01, 2.334728755181544185e-02, -1.659204290730436737e+00
1.938806043640175780e-01, 2.193618741230001640e-02, 3.694504564239635691e+00
5.451653189379894737e-01, -7.662067267813964418e-03, 9.043500480371356787e+00
8.929564257545233863e-01, -6.525765213891845939e-02, 1.437922193185983488e+01
1.235025195796209951e+00, -1.504811875524427744e-01, 1.969312867786086940e+01
1.569179623606216767e+00, -2.627861108746477603e-01, 2.497671545635023804e+01
1.893278494083626917e+00, -4.014521866823258511e-01, 3.022152562189855018e+01
2.205245122773761501e+00, -5.655901322559905298e-01, 3.541916470549127638e+01
2.503080681368992977e+00, -7.541473286096905815e-01, 4.056131387465499216e+01
2.784877022651928158e+00, -9.659145802648332335e-01, 4.563974327229847461e+01
3.048828922602504932e+00, -1.199533880268802477e+00, 5.064632521288893230e+01
3.293245660956656273e+00, -1.453507130476704656e+00, 5.557304721480029741e+01
3.516561865895670103e+00, -1.726205761016185170e+00, 6.041202484794180805e+01
3.717347553081697953e+00, -2.015881186963455196e+00, 6.515551437605637375e+01
3.894317294698476761e+00, -2.320676034982351421e+00, 6.979592517342518931e+01
4.046338459633898488e+00, -2.638636067696991105e+00, 7.432583189606711471e+01
4.172438471967591767e+00, -2.967722729120979785e+00, 7.873798638791859617e+01
4.271811041182346003e+00, -3.305826230416875511e+00, 8.302532930290055901e+01
4.343821324194363953e+00, -3.650779091802351051e+00, 8.718100142423492116e+01
4.388009986221740988e+00, -4.000370053592438246e+00, 9.119835466286582459e+01
4.404096134526231054e+00, -4.352358266928674446e+00, 9.507096271734765480e+01
4.391979106350399675e+00, -4.704487673028600270e+00, 9.879263137810954731e+01
4.351739099698355595e+00, -5.054501478425379446e+00, 1.023574084595673952e+02
4.283636643151244705e+00, -5.400156633324316502e+00, 1.057595933441640454e+02
4.188110908289764289e+00, -5.739238220030047799e+00, 1.089937461230328068e+02
4.065776875759526732e+00, -6.069573659129518184e+00, 1.120546963186292544e+02
3.917421373371792193e+00, -6.389046642079426519e+00, 1.149375511753392232e+02
3.743998011912739177e+00, -6.695610700887486999e+00, 1.176377035047744783e+02
3.546621051376579459e+00, -6.987302327815839931e+00, 1.201508390731754332e+02
3.326558237195325063e+00, -7.262253560990256318e+00, 1.224729435190764946e+02
3.085222652661637532e+00, -7.518703955176317066e+00, 1.246003087901398629e+02
2.824163640074775827e+00, -7.755011860984271976e+00, 1.265295390888363727e+02
